Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
input/vocabulary/valueset/valueset-hiv-b-de9.json	907	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	21	225	0	0	0	0	1	0	0
input/vocabulary/valueset/valueset-hiv-b-de95.json	966	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	23	225	0	0	0	0	0	0	0
input/vocabulary/valueset/valueset-hiv-b-de99.json	968	7	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	21	222	0	0	0	0	0	0	0
input/vocabulary/valueset/valueset-hiv-c-de100.json	596	7	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	18	213	0	0	0	0	0	0	0
input/vocabulary/valueset/valueset-hiv-c-de102.json	809	7	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	21	220	0	0	0	0	0	0	0
input/vocabulary/valueset/valueset-hiv-c-de108.json	731	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	19	217	0	0	0	0	0	0	0
input/vocabulary/valueset/valueset-hiv-c-de113.json	1169	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	23	220	0	0	0	0	0	0	0
input/vocabulary/valueset/valueset-hiv-c-de12.json	755	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	21	217	0	0	0	0	1	0	0
input/vocabulary/valueset/valueset-hiv-c-de139.json	644	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	19	271	0	0	0	0	0	0	0
input/vocabulary/valueset/valueset-hiv-c-de144.json	949	7	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	21	232	0	0	0	0	0	0	0
input/vocabulary/valueset/valueset-hiv-c-de18.json	973	7	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	21	237	0	0	0	0	0	0	0
input/vocabulary/valueset/valueset-hiv-c-de2.json	960	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	23	219	0	0	0	0	0	0	0
input/vocabulary/valueset/valueset-hiv-c-de25.json	783	7	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	19	217	0	0	0	0	0	0	0
input/vocabulary/valueset/valueset-hiv-c-de32.json	642	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	20	213	0	0	0	0	0	0	0
